publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	vendor_name	vendor_id	resource_type	package_content_type
Nursing ethics : an international journal for health care professionals	0969-7330	1477-0989							https://journals.sagepub.com/home/nej		324869460		fulltext		Sage	serial								P					Journal	EJournal
"Journal of health psychology : an interdisciplinary, international journal"	1359-1053	1461-7277							https://journals.sagepub.com/home/hpq		320615294		fulltext		Sage Publ.	serial								P					Journal	EJournal
Gender & society : official publication of Sociologists for Women in Society	0891-2432	1552-3977							https://journals.sagepub.com/home/gas		337604460		fulltext		Sage	serial								P					Journal	EJournal
Dementia : the international journal of social research and practice	1471-3012	1741-2684							https://journals.sagepub.com/home/dem		351183795		fulltext		Sage	serial								P					Journal	EJournal
Journal of geriatric psychiatry and neurology	0891-9887	1552-5708							https://journals.sagepub.com/home/jgp		357167678		fulltext		Sage	serial								P					Journal	EJournal
European sociological review	0266-7215	1468-2672							https://academic.oup.com/esr/issue		320473619		fulltext		Oxford Univ. Press	serial								P					Journal	EJournal
International journal for quality in health care	1353-4505	1464-3677							https://academic.oup.com/intqhc/issue		320417972		fulltext		Oxford Univ. Press	serial								P					Journal	EJournal
"Mˆglichkeiten und Grenzen selbst‰ndiger Lebensf¸hrung in privaten Haushalten (MuG III) : Repr‰sentativbefunde und Vertiefungsstudien zu h‰uslichen Pflegearrangements, Demenz und professionellen Versorgungsangeboten ; integrierter Abschlussbericht"		3-938968-02-8							"http://www.bmfsfj.de/Publikationen/mug/01-Redaktion/PDF-Anlagen/gesamtdokument,property=pdf,bereich=mug,sprache=de,rwb=true.pdf"		506753859		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2005			"Schneekloth, Ulrich"			P					Book	EBook
IAB-Jahresbericht	1862-3786								https://iab.de/publikationen/iab-publikationsreihen/iab-jahresbericht/		53954499X		fulltext		IAB	serial								P					Journal	EJournal
Wohnen im Alter : bew‰hrte Wege - neue Herausforderungen ; ein Handlungsleitfaden f¸r Kommunen									"http://www.bmfsfj.de/bmfsfj/generator/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/Handlungsleitfaden-Wohnen-im-Alter,property=pdf,bereich=bmfsfj,spr"		58783997X		fulltext			monograph		2008		Stand: November 2008	"Kremer-Preiﬂ, Ursula"			P					Book	EBook
"Alter schafft Neues : gemeinsame Erkl‰rung zum Programm Aktiv im Alter"""""									"http://www.bmfsfj.de/bmfsfj/generator/RedaktionBMFSFJ/Abteilung3/Pdf-Anlagen/gemeinsame-erklaerung-programm-aktiv-im-alter,property=pdf,bereich=bmfsfj"		589503316		fulltext			monograph		2007		Stand: November 2007				P					Book	EBook
Aktiv im Alter : Programmkonzeption									"http://www.bmfsfj.de/bmfsfj/generator/RedaktionBMFSFJ/Abteilung3/Pdf-Anlagen/programmkonzeption-aktiv-im-alter,property=pdf,bereich=bmfsfj,sprache=de,"		589503820		fulltext			monograph		2007		Stand: November 2007				P					Book	EBook
"Demografische Forschung aus erster Hand : eine gemeinsame Publikation des Max-Planck-Institut f¸r Demografische Forschung, des Rostocker Zentrums zur Erforschung des Demografischen Wandels, des Bundesinstituts f¸r Bevˆlkerungsforschung, des Vienna Institute of Demography - Austrian Academy of Sciences, und des Wittgenstein Centre for Demography and Global Human Capital"	1613-5822	1613-8856							http://www.demografische-forschung.org		470151692		fulltext		MPIDF	serial								P					Journal	EJournal
Deutscher Alterssurvey : die zweite Lebensh‰lfte ; Erhebungsdesign und Instrumente der dritten Befragungswelle									http://www.dza.de/nc/informationsdienste/diskussionspapiere-des-dza.html?download=Diskussionspapier_Nr_48.pdf		617449163		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2009			"Motel-Klingebiel, Andreas"			P					Book	EBook
"Informationsdienst soziale Indikatoren : ISI ; Sozialberichterstattung, gesellschaftliche Trends, aktuelle Informationen ; eine GESIS-Publikation"	0935-218X	2199-9082							https://www.gesis.org/angebot/wissen-vermitteln/publikationen/isi		325051704		fulltext		GESIS	serial								P					Journal	EJournal
Interdisziplin‰re L‰ngsschnittstudie des Erwachsenenalters (ILSE) : Abschlussbericht anl‰sslich der Fertigstellung des dritten Messzeitpunkts									"http://www.bmfsfj.de/bmfsfj/generator/RedaktionBMFSFJ/Abteilung3/Pdf-Anlagen/abschlussbericht-laengsschnittstudie-ilse,property=pdf,bereich=bmfsfj,spr"		591830779		fulltext			monograph		2009			"Schmitt, Marina"			P					Book	EBook
Demographic research	1435-9871	2363-7064							http://www.demographic-research.org/		320430677		fulltext		Max Planck Inst. for Demographic Research	serial								P					Journal	EJournal
"German journal of urban studies : vormals AfK, Deutsche Zeitschrift f¸r Kommunalwissenschaft"		1861-0145									383962935		fulltext		DIFU	serial								P					Journal	EJournal
"Journal f¸r Psychologie : Theorie, Forschung, Praxis"	0942-2285	2198-6959							https://www.journal-fuer-psychologie.de/index.php/jfp		537386815		fulltext		Psychosozial-Verl.	serial								P					Journal	EJournal
Advances in social work		2331-4125							http://journals.iupui.edu/index.php/advancesinsocialwork		584019769		fulltext		IUSSW	serial								P					Journal	EJournal
"ExWoSt-Informationen : Experimenteller Wohnungs- und St‰dtebau (ExWoSt) ist ein Forschungsprogramm des Bundesministeriums f¸r Verkehr, Bau und Stadtentwicklung (BMVBS) und des Bundesinstituts f¸r Bau-, Stadt- und Raumforschung (BBSR) im Bundesamt f¸r Bauwesen und Raumordnung (BBR)"	0937-1664								https://nbn-resolving.org/urn:nbn:de:hbz:5:2-59953		551182911		fulltext		BBSR	serial								P					Journal	EJournal
Datensammlung zur Fachkampagne Berufsfeld: Moderne Altenpflege									https://www.ssoar.info/ssoar/bitstream/handle/document/37001/ssoar-2009-hoffmann_et_al-Datensammlung_zur_Fachkampagne_Berufsfeld_Moderne.pdf?sequence=		594043859		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2009			"Hoffmann, Elke"			P					Book	EBook
Processing fluctuations in postural control : relations to adult age and fluctuations in cognition									http://www.diss.fu-berlin.de/cgi-bin/zip.cgi/2007/242/Fub-diss2007242.zip		547520131		fulltext			monograph		2007			"Huxhold, Oliver"			P					Book	EBook
Bundesbericht Forschung und Innovation	2190-4650								https://www.bundesbericht-forschung-innovation.de/		591512203		fulltext		Bundesmin.	serial								P					Journal	EJournal
"Ruhestand und Gesundheit : Expertise f¸r die Akademiengruppe Altern in Deutschland"" der Deutschen Akademie der Naturforscher Leopoldina und der Deutschen Akademie der Technikwissenschaft (acatech)"""									https://www.ssoar.info/ssoar/bitstream/handle/document/37000/ssoar-2009-wurm_et_al-Ruhestand_und_Gesundheit__Expertise.pdf?sequence=1&isAllowed=y&lnkn		597743835		fulltext		DZA	monograph		2009			"Wurm, Susanne"			P					Book	EBook
Fokus Amerika									http://library.fes.de/cgi-bin/populo/digbib.pl?t_listen1&search=%28SET%20fokus%20amerika%20or%20SET%20focus%20america%29%20and%20STW%20lang-dt%3F		51620517X		fulltext		[Verlag nicht ermittelbar]	serial								P					Journal	EJournal
Zukunft gestalten - sozialen Zusammenhalt sichern : nachhaltige Entwicklung  durch b¸rgerschaftliches Engagement									http://www.bmelv.de/SharedDocs/Downloads/Landwirtschaft/LaendlicheRaeume/ReaderNachhaltigkeit.pdf;jsessionid=7219563A8EBC6588F128E2916AC24D9C.2_cid238		599038543		fulltext		BMFSFJ	monograph		2009						P					Book	EBook
Richtlinien f¸r den Bundesaltenplan vom 17. Februar 2009									"http://www.bmfsfj.de/bmfsfj/generator/BMFSFJ/aeltere-menschen,did=5914.html"		599579773		fulltext			monograph		2009						P					Book	EBook
"... Bericht der Beauftragten der Bundesregierung f¸r Migration, Fl¸chtlinge und Integration"									https://www.publikationen-bundesregierung.de/pp-de/		515536881		fulltext		"Beauftragte der Bundesregierung f¸r Migration, Fl¸chtlinge und Integration"	serial								P					Journal	EJournal
Einbindung und Teilhabe									https://www.demenz-support.de/media/dessjournal_1_1_2009_hearing2.pdf		60400415X		fulltext		 Demenz Support Stuttgart	monograph		2009	1		"Radzey, Beate"			P					Book	EBook
Verst‰ndigung									https://www.demenz-support.de/publikationen-und-materialien/2009/1736-dessorientiert-1-209-hearing-the-voice-of-people-with-dementia/		604004931		fulltext		Demenz Support	monograph		2009	2		"Radzey, Beate"			P					Book	EBook
"Einstellungen und Lebensbedingungen von Familien 2009 : Monitor Familienforschung ; Beitr‰ge aus Forschung, Statistik und Familienpolitik"									"http://www.bmfsfj.de/bmfsfj/generator/RedaktionBMFSFJ/Abteilung2/Newsletter/Monitor-Familienforschung/2009-02/medien/monitor-2009-02,property=pdf,bere"		604658621		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2009		Stand: Juni 2009	"Kassner, Karsten"			P					Book	EBook
Familienmonitor 2008 : repr‰sentative Befragung zum Familienleben und zur Familienpolitik									https://www.bmfsfj.de/resource/blob/74164/ff49cbc7b28880d3e5946e225cf90c37/monitor-familienleben-allensbach-2008-data.pdf		604994184		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2008						P					Book	EBook
IW-Trends : die viertelj‰hrliche Zeitschrift zur empirischen Wirtschaftsforschung aus dem Institut der Deutschen Wirtschaft Kˆln	0941-6838	1864-810X							https://hdl.handle.net/10419/156767		354192779		fulltext		Dt. Inst.-Verl.	serial								P					Journal	EJournal
Media-Perspektiven : MP	0170-1754								https://nbn-resolving.org/urn:nbn:de:hebis:30:epflicht-121420		326978038		fulltext		Media Perspektiven	serial								P					Journal	EJournal
BIB-Mitteilungen : Informationen ¸ber aktuelle bevˆlkerungswissenschaftliche Themen und Nachrichten aus dem BiB	0722-1509								http://www.bib-demografie.de/DE/Veroeffentlichungen/BevAktuell/bevoelkerungsforschung_aktuell_node.html		353513997		fulltext		Bundesinst. f¸r Bevˆlkerungsforschung	serial								P					Journal	EJournal
"Die Entwicklung sozialer Beziehungen in der zweiten Lebensh‰lfte : Ergebnisse des Alterssurveys 2002 ; Ver‰nderungen im L‰ngsschnitt ¸ber einen Zeitraum von sechs Jahren ; Kurzbericht an das Bundesministerium f¸r Familie, Senioren, Frauen und Jugend (BMFSFJ)"									"http://www.bmfsfj.de/RedaktionBMFSFJ/Abteilung3/Pdf-Anlagen/alterssurvey-2002,property=pdf,bereich=bmfsfj,sprache=de,rwb=true.pdf"		634361597		fulltext			monograph		2003		Mai 2003	"Hoff, Andreas"			P					Book	EBook
Beschwerden in der Altenpflege : eine Analyse ausgew‰hlter Dokumente									"http://www.bmfsfj.de/RedaktionBMFSFJ/Abteilung3/Pdf-Anlagen/bericht-beschwerden-in-der-altenhilfe,property=pdf,bereich=bmfsfj,sprache=de,rwb=true.pdf"		634364057		fulltext			monograph		2005			"Schmidt, Waldemar"			P					Book	EBook
"Bericht zum Projekt B¸rokratie in der Pflege - Inhalt und Aufwand indirekter Pflege in der station‰ren Altenhilfe"""""									"http://www.bmfsfj.de/RedaktionBMFSFJ/Abteilung3/Pdf-Anlagen/buerokratie-in-der-pflege,property=pdf,bereich=bmfsfj,sprache=de,rwb=true.pdf"		63436491X		fulltext			monograph		2005						P					Book	EBook
"Lernortkooperation in der Altenpflegeausbildung : Ein strukturelles und curriculares Konzept zur Qualit‰tssicherung"""""									"http://www.bmfsfj.de/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/lernortkooperation-in-der-altenpflegeausbildung-band-1,property=pdf,bereich=bmfsfj,"		634367242		fulltext			monograph		2007			"Knigge-Demal, Barbara"			P					Book	EBook
Alte Menschen mit akuten chronischen Schmerzen begleiten									"http://www.bmfsfj.de/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/lernortkooperation-in-der-altenpflegeausbildung-band-3,property=pdf,bereich=bmfsfj,"		634368052		fulltext			monograph		2007						P					Book	EBook
An qualit‰tssichernden Maﬂnahmen in der Altenpflege mitwirken									"http://www.bmfsfj.de/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/lernortkooperation-in-der-altenpflegeausbildung-band-4,property=pdf,bereich=bmfsfj,"		634368184		fulltext			monograph		2007						P					Book	EBook
Studie Erfahrung rechnet sich : aus Kompetenzen ƒlterer Erfolgsgrundlagen schaffen									"http://www.bmfsfj.de/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/Erfahrung-rechnet-sich,property=pdf,bereich=bmfsfj,sprache=de,rwb=true.pdf"		634369954		fulltext			monograph		2008						P					Book	EBook
Kriminalit‰ts- und Gewalterfahrungen im Leben alter Menschen : Ergebnisse einer multimethodalen Studie zu Gef‰hrdungen ‰lterer und pflegebed¸rftiger Menschen									"http://www.bmfsfj.de/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/Kriminalit_C3_A4ts-Gewalterfahrungen-Leben-alter-Menschen-langfassung,property=pdf,"		634370111		fulltext			monograph		2009						P					Book	EBook
"BegLeitFaden Alte Menschen mit akuten und chronischen Schmerzen begleiten"""""									"http://www.bmfsfj.de/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/lernortkooperation-in-der-altenpflegeausbildung-band-3,property=pdf,bereich=bmfsfj,"		791278166		fulltext			monograph		2007			"Knigge-Demal, Barbara"			P					Book	EBook
"BegLeitFaden An qualit‰tssichernden Maﬂnahmen in der Altenpflege mitwirken"""""									"http://www.bmfsfj.de/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/lernortkooperation-in-der-altenpflegeausbildung-band-4,property=pdf,bereich=bmfsfj,"		79127845X		fulltext			monograph		2007			"Knigge-Demal, Barbara"			P					Book	EBook
"Das intelligente Heim : Ablaufoptimierung, kurze Wege, Entb¸rokratisierung ; Bericht ¸ber das Modellprogramm"									"http://www.bmfsfj.de/bmfsfj/generator/RedaktionBMFSFJ/Broschuerenstelle/Pdf-Anlagen/Das-intelligente-Heim-Brosch_C3_BCre,property=pdf,bereich=bmfsfj,s"		602133165		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2008		Stand: September 2008	"Schloz, Thomas"			P					Book	EBook
Informationsdienst Altersfragen	1614-3566								https://www.dza.de/publikationen?tx_dzalists_publication%5Baction%5D=list&tx_dzalists_publication%5Bcontroller%5D=Publication&cHash=449344ef266387e0f0		631501525		fulltext		Dt. Zentrum f¸r Altersfragen	serial								P					Journal	EJournal
GEK-Pflegereport ...									https://nbn-resolving.org/urn:nbn:de:kobv:109-1-7852982		662672011		fulltext		Asgard-Verl.	serial								P					Journal	EJournal
"Monitor Familienforschung : Beitr‰ge aus Forschung, Statistik und Familienpolitik"	1866-1866	1866-1874							https://www.bmbfsfj.bund.de/bmbfsfj/service/newsletter/newsletter-archiv		56714190X		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	serial								P					Journal	EJournal
"Europ‰ische Allianz f¸r Familien : Wissenstransfer, Benchmarking, Monitoring"									"http://www.bmfsfj.de/BMFSFJ/Service/Publikationen/publikationsliste,did=129828.html"		616060343		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2009		Stand: August 2009	"Kassner, Karsten"			P					Book	EBook
Bundesgesetzblatt	0341-1095|0341-1095	2194-1998							https://nbn-resolving.org/urn:nbn:de:hbz:5:2-1208908		269241787		fulltext		Bundesministerium der Justiz	serial								P					Journal	EJournal
The state of world population report		1564-8567							https://doi.org/10.18356/0d04faec-en		350640939		fulltext		United Nations Population Fund	serial								P					Journal	EJournal
Die Rolle der Ungleichheit									http://www.boeckler.de/imk_5269.htm?produkt=HBS-004487&chunk=8&jahr=		617003246		fulltext		Hans-Bˆckler-Stiftung	monograph		2009	(III)		"Horn, Gustav A."			P					Book	EBook
Creating employment or keeping them busy? : an evaluation of training programs for older workers in Germany									http://www.dza.de/nc/informationsdienste/diskussionspapiere-des-dza.html?download=Diskussionspapier_Nr_49.pdf		61745938X		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2010			"Romeu Gordo, Laura"			P					Book	EBook
